영화댓글
마블시리즈 별로 안좋아하는데 이건 정말 최고다처음엔 움직임이 끊기는듯한 카툰 연출이 거슬렸는데 10분뒤부턴 넋을 놓고 봤다영상미 정말 최고다 음악도 정말좋다속편 2022년에 나온다는데 그것도 개봉하자마자 보러간다
그래픽도 너무 신선하고 내용도 신선함 아이 어른 할 것 없이 재밌게 봤어요  초반이 살짝 전개가 느려서 별 하나 내릴게요 그 외엔 다 재밌네요
왜이걸 이제봤는지 후회중 최고다
와아아우 너무좋아요 재밌고 감동적이고 음악최고
쌉명작
중딩이 각성하는데 좀 오래 걸렸다. 고구마를 사이다로 완전히 싹 씻어내는 느낌은 못받아서 아쉽다.
""
주인공이 너무 답답하고 다른 캐릭터들의 특징은 제대로 보여준 것 같지 않아서 아쉬웠음.
하 진짜 재미있다 개꿀잼이야
마일스 모랄레스
""
"느린 진행, 매력떨어지고 민폐끼치는 주인공.  영화보는 내내 답답하고 짜증남. 연출이 화려하고 OST도 추천할만하지만 절대 성인들이 볼만한 영화는 아님. 초,중학생들에게 추천"
""
영상미가 장난이 아니었습니다.약간 번잡하긴 하지만 화려한편이었고 스토리나 내용도 좋았어요.개인적으로 이런걸 극장에서 보지 못한게 아쉬울 정도...
""
"쇼킹, 또 쇼킹 쇼킹의 연속 아트, 또 아트 아트의 연속"
애니메이션계의 아바타
검정 스파이더맨 슈트가 맘에들기 시작했다
""
애니 로봇 스파이더맨만 없었으면 10점
"애니메이션보고 감격한건 토이스토리2이후 처음.조던,뉴욕,후드/ ㅈ벤져스에서 표현할려다 실패한걸 여기서 완벽하게 녹여낸듯"
미쳤다라고밖에 말못하는 영화 ㅜㅜ 이걸 집 티비로 보다니.. 그게 젤 후회되는 영화 ㅠㅠㅠ 아.. 4dx로 다시보고싶다
영상미는 진짜로 훌륭하다.
재밌음. 멀티캠퍼스 화이팅!
실사 영화 포함한 스파이더맨 시리즈 중 가장 역대급 작품. 개봉 당시 상영관에서 못 본게 아쉬울 따름.
애니메이션이 보여줄수 있는 최고봉 같다. 화려한 영상과 독특한 스토리 다 좋았다.
영상이 정말 아름답다.
그래픽 훌륭함 ost 훌륭함 개그 훌륭함 스토리 약간 부족 엄청 신박해요 빨려들어가는 느낌.. 암튼 재밌음
끝내주는군요 어지간한 고퀄의 영화보다도 훨씬 잘 만들었습니다.애니가 아니라 예술 수준이네요
"베놈과는 비교만으로 실례이고, 블랙팬서, 인피니티워, 인크레더블, 아쿠아맨도 나왔지만 단언컨대 2018 최고의 히어로 영화"
이딴게 평점 9점 넘은게 이해 불가함. ㅈㄴ 재미없음. 돼지랑 일본 애니 나오는 거 보고 어이 상실 ㅋㅋㅋ 이거보고 좋다는 애들은 오타쿠냐 ㅋㅋㅋ 음악보고 블랙팬서 비교하는 애들은 코요테나 쳐들어라. 알바가 많구나 ㅉㅉㅉ  댓글 대부분이 극장에서 안 본걸 후회한데 ㅋ ㅋ ㅋ ㅋ 알바 인증 하냐 ㅋ ㅋ ㅋ ㅋ
영화관에서 못본게 한이다 재개봉 제발 빈다
"꿈에 그리던 애니메이션 영화. 매력적인 캐릭터, 예술적인 연출, 색감, 죽이는 힙합 음악, 팬들이 꿈꾸던 스토리지만, 무엇보다도 만화의 디자인, 역동성 등의 특징을 영상으로 그것도 장편 영화로 만들었다는 것에 오랜 꿈 중 하나를 이뤘다고 할 수 있다. 항상 대중성이 문제였겠지만 적절한 소재, 애니메이션의 소비가 많아지면서 준비만 하고 있던 이들의 모든 것을 쏟아부었을 것이다. 너무 즐거운 경험이였다. 제작진들에게 무한한 감사를 표한다."
이걸 이제서야 보다니..말이 필요 없습니다 최고예요!!!!
"OST,연출,다뤄지는 스트릿문화.. 간만에 띵작이네요비기형님 노래 나올때 소름 ㅋ"
꿀잼.. 소름돋음 ㅠㅠ
확실히 스파이더맨의 이해도는 소니가 갑.그냥 소니도 독자적으로 팠으면 좋겠다
이건 마치 '휘'황'찬'란'
스파이더맨 실사영화에 같혀서 고정관념에 당연히 재미 없겠지 하고 영화관에서 안본걸 진짜 뼈저리게 후회한다 넷플릭스에서 보고 역시 애니메이션으로 만들어야 좀 더 다채롭고 눈이 호강하는 액션이 나온다는걸 이제야 깨달았네.. 톰홀랜드 스파이더맨도 좋지만 뉴 유니버스만의 매력이 장난 아니란걸 지금에서야 느끼다니 인생 절반 손해봤네 후속작 나온다는데 이건 꼭 영화관에서 보는걸로
"와 진짜 애니메이션 계의 센세이션 이라는 게 이런 걸 보고 말하는 것 아닐까?? 진짜 한 치도 눈을 뗄 수 없다는 말이 딱 이 영화에 걸맞는다.  카툰애니메이션의 마일스톤이 될 수 있다고 해도 과도하지 않은 것 같다 .후반부 장면들은 얼마나 공들였을지 상상이 안 가네 ost도 완벽, 연출도 완벽 진정한 의미의 예술영화"
앞으로 소니의 스파이더맨은 마일스 모랄레스다.
영상색감이랑 그래픽효과는 끝내주는데 연출이 정신 없고 좀 유치한 느낌이 많이남.. 일본 캐릭터는 영상이랑 동떨어진 느낌이라 걔네 나올때마다 챔프 튼줄알았음ㅋㅋㅋㅋ스토리가 좀 유치해서 애들용이라는 생각이 들었음  한마디로 기술력 자랑하는 영화? 하지만 이제껏 없던 영화임은 확실함..
상상력 의 극한을 넘나드는 미친 연출.스파이더맨 무비역사상 가장 기념비 적인 작품이라 믿어 의심치 않는다.
""
영화는 이렇게 만들어야 된다는 것을 몸소 체험하게 해준 영화!! 재밌어서 눈을 뗄 수가 없었다.
코믹스의 특징을 멋지게 활용하는 새로운 차원의 히어로 애니메이션
그냥 존잼; 지림; 음악도 지림 다 찾아듣는중
영화가 존나 힙하다. 걍 말이 필요없음
주인공 흑인이길래 또 피씨충 묻었구나 하고 기대도 안 하고 혼술하면서 폰 보면서 틀어놓는 용으로 봤음. 근데 꿀잼ㅋㅋㅋ 디즈니는 이거 보고 반성하고 배워라. 인어공주 흑인이라고 싫은게 아니다 ㅋㅋㅋ
모든 경계를 허문 최초의 스파이더맨
지겹도록 나오는 스파이더맨 영화들에 신선한 바람을 넣었다. 애니메이션이라서 다행이야
"한편의 뮤직 비디오, 한편의 비디오 아트"
완벽
장면 하나하나의 색감이 너무 이쁨. 예술 작품.
"영상미 OST 편집,,, 완전 예술"
너무 재밌다 진짜 ㄹㅇ 대박임
"특유 영상미, 연출이 아주 돋보여 눈이 즐겁고 이에 ost 활용도 박수가 나올정도 잘해두었습니다.보는 내내 눈과 귀가 행복합니다..."
굉장히 참신하고 실험적인 작품. 다만 비주얼에 너무 집중해서그런지 액션씬 연출이 부족했음.
"영상미랑 ost 잘 뽑았다. 나는 어메이징 스파이더맨이랑 트릴로지 스파이더맨을 좋아하던 사람이라 내가 알던 스파이더맨 캐릭터 정체성 어디다 뒀는지 의문. 너무 기대하고 봐서 그런지 몰라도 좀 너무했다는 생각 좀 들었음. 기존 토비 스파이더맨이나 앤드류 스파이더맨이 아니라 마일즈, 톰 피터 같은 스파이더맨 캐릭터를 좋아한다면 좋음. 재미도 있고 귀엽고 눈이 즐거운 영화일 듯. 평가는 개인적인 기준."
스파이더맨 뉴 유니버스2 나오면 좋겠다!
""
진째재밌게봤어요!!
""
대놓고 머리 속에 쑤셔넣는 의미보다 슬쩍슬쩍 보이는 의미가 더 와닿는 영화.
이 영화는 진심으로 미.쳤.다.
""
넷플로 봤는데 진짜 너무너무 재밌어서 다보고 나서 계속 멍때림....폰보다는 노트북이나 티비로 보세요
DVD빌려서 가족들과 봤는데 역대급으로 재밌고 최애영화가 됨. 그중에서 페니 파커와 스파이더 우먼이 너무 이쁨♥. 스토리전개와 연출도 몰입하기 좋았으며 스파이더맨 시리즈중에 갠적으러 제일 좋았음. 꼭 보는걸 추천드립니다.
감동 재미 두마리의 토끼를 다 잡아냄
최고의 스파이더맨
진심 꿀잼 기대안하고봤는데 기대하고 봐도 극찬
별 여섯개 주고싶네요 ㄷㄷㄷㄷ
스파이더맨2와 함께 스파이더맨 영화 중 최고..
혹시 아직 안 봤다면 평점 찾아 볼 시간에 영화 보세요. 존나 재밌으니까요. 진짜로.
진짜 내가 봤던 스파이더맨 시리즈 중에서 제일 재밌었다 애니메이션이기에 표현할수있는 폭이 실사판보다 훨씬 넓어지기도했고 연출이 진짜 쩔어요ㅠㅠ
재미있고 내용도 좋네요
""
이것은 '애니메이션'이 아니다. '만화'다. 그냥 장면 하나하나가 아트다. 근데 그것에만 머물렀다면 명작이라고 더이상 논할 가치가 없었을 거다. 포맷보다 더 훌륭했던건 컨텐츠였다. 스파이더맨 뉴 유니버스. 대박 유니버스. 이걸 이제야 보다니 ㅜ ㅜ
""
페니파커? 일본 캐릭터성을 굳이 끼워 넣어야했나 싶었지만.. 전반적으로 완성도 높은 애니메이션. 새로운 시도는 아주 좋았습니다.
오늘 심심해서 올레티비 결제해서 봤다가 너무 재밌어서 놀랬다 진심 영상미나 음악 스토리 약션 어느것하나 부족한게 없음
사이버펑크느낌나는 독특한 그림체와 ost 둘다 만족시킴
"시작하고 소니, 콜롬비아 픽쳐스 로고 나올때부터 끝났다."
별 생각 없이 봤다가... 깜놀... 너무 잘 만들어서... 이제 마블 세계관은 멀티 버스(multi verse)로 가는 듯...
""
영상미 개미쳤네. 음악도 좋고. 스토리는 평범.
영화라기보단 예술작품보는 느낌
역대급 영상미와 즐거운 플롯
넥플릭스에 있길래 뭐지 하고 봤는데.. 이건뭐 ㅋㅋ
색다른 애니메이션 기법이 좋았다 영상미 굿
말이 필요없음
USB TYPE-C  포트가 빨리 보급되어야 하는 이유
진짜 잼남ㅋㅋㅋ 소오름
너무재밌음 ost체고
best movie ever
"와우~ 다음편이 기대되는 스토리와 그래픽, 인생영하인듯!"
엄청×100 세련되고 힙한 애니매이션 인싸라면 꼭 봐야함~
더빙보는데 지린다 최고다
시각적으로 광장히 볼만한 애니메이션이다. 재미있었다.
저연령층들이 좋아할만한 사람들이 추천드릴게요~^^
ㅆㅅㅌㅊ그자체 어스파이후로 스뽕차오른다야
대박이다 추천해준 분께 감사감사
""
Ost가 너무 좋았어요
""
눈호강 하면서 본듯ㄹㅇㅋㅋ
"완전 신세계 아니, 신우주(뉴 유니버스)"
개인적으로 스파이더맨 시리즈 안 좋아함. 이건 또 뭔 쓰레기일까 하면서 보는데.. 어? 어?? 잉? 대박! 하면서 자세 고쳐잡고 봤다. 영화 시리즈보다 백배 낫다. 속편 제작한다는데 꼭 영화관에서 볼거다
연출과 음악이 애니 장르를 넘어서 그냥 탑급이다. 와... 어떤 미친 인간이 이런 걸 기획하고..ㅠㅠ 감동감동!!!
만화가 아니라 작품이다...
한번 꼭 보세요. 진짜 개쩔어요
진짜.... 미쳤다.. 이걸 영화관에서 못봤다니 ....ㅜㅜ하 ... 그냥 정말 미친 영화
""
"와우 별생각없이 봤는데 영상미, 음악, 스토리, 연출 모두 ! 짱짱시간가는줄 모르게 봤어요 뉴유니버스는 애니메이션에서 최고의 빛을 발할것 같네요 무조건 추천!!"
"소니의 스파이더맨 첫 시리즈를 보고 느꼈던 감동이랑 비슷한 감동이었어요. 첫 시리즈 이후론 매나 똑같은 히어로 빌런 대결구도인데, 애니메이션화가 되니까 좀 더 다양한 걸 시도할 수 있었던 거 같네요. 그리고 ost 도 정말 끝내주고요!! 최고였습니다"
구라안치고 영상미부터 노래 스토리까지 씹완벽 그자체애니 OO도 안보는데 이거는 ㄹㅇ 개띵작임악당들도 OO고
에어조던을 신고 포스트말론을 듣는 스파이더맨.너도 할 수 있어
ㅎ..그냥 존나 쩐다는 말밖에...
넘 재밌다ㅜㅜ 넷플릭스에서 영화 재탕하다가 스파이더맨 좋아하기도 하고 재밌다길래 봤는데 넘 재밌음;; 지루할 틈이 없었음..
1시간 23분 부터 소오름... 영상미와 배경음 대박
진짜 거짓말 1도안치고 색감 영상미 기승전결 갈등포인트 각성포인트 감동 유머까지 모든게 완벽했던 영화였습니다. 방금 막 VOD로 보고 평점쓰는데 영화관가서 안본게 후회되는 ㅠㅠ
아 진짜 영화관에서 못본 거 너무너무 후회된다.... 소니가 정신차렸고 진짜 내 영화인생 중 손꼽을 정도의 수작이라고 생각한다.
"OST, 연출, 스토리 다 만족!!"
"성장하기 전에는역경이 있고, 역경을 넘어야 성장이 있는 법... 애런 삼촌에 대한 이야기가 적어서 아쉬웠지만 재밌었어요"
애니메이션보고 소름 돋기는 간만이었음 스파이더맨에 힙합음악이라니!!
"영상미학, 연출, 시나리오 완결성까지 모든게 완벽했음."
연출 연기 스토리 영상미 OST모두예술 그 자체였다.
스토리가 재미있었다.
